TV,Radio,TV2,Season_Spring,Season_Summer,Season_Winter,Sales
57.450712295168486,39.26177547531641,46.63231223832878,False,False,False,228.20179166472334
47.92603548243223,49.094166404701305,42.43324967586732,False,False,True,217.16320460824437
59.715328071510385,16.01432426180859,48.14793596515204,True,False,False,202.20849022786106
72.84544784612038,35.62969236690571,56.98814165352054,False,False,True,272.23191639944986
46.48769937914996,23.49357430878173,37.55705201241682,False,False,False,175.39018277443452
46.487945645762295,25.12874616235304,38.820250603719,True,False,False,172.51673216090893
73.68819223261087,24.07606075761131,59.09713399706582,False,False,False,263.8183652188206
61.51152093729363,21.36009230320184,49.33099182344655,False,False,False,212.15202098971423
42.95788421097572,30.48521627944827,32.26033230536031,False,True,False,179.8463602381227
58.13840065378947,21.69049883588962,44.52201777037874,True,False,False,219.17273917139298
43.04873460781307,32.704568257798385,30.231171870851377,False,True,False,175.34623725167486
43.01405369644615,29.49761890550863,39.65997318671774,True,False,False,179.6436567914348
53.629434073490515,27.610519531335903,39.17195755261856,False,False,False,206.77735582870085
21.300796330133032,20.924363379584022,14.961921470718705,False,False,False,113.31202911753313
24.126232512304508,24.232286694316674,17.145764213136015,False,False,True,106.68848305962894
41.56568706138541,37.55391225825756,35.93732277994165,True,False,False,187.38850250598887
34.80753319498364,35.009171876243805,26.96117752111083,False,True,False,143.92826866510418
54.71370998892911,20.22444755201449,47.51419420916449,False,False,True,192.51093400891457
36.37963886718184,30.993323054292258,27.08323922101387,False,False,True,160.45604388375915
28.815444479970626,37.51387123371789,23.88933807064791,False,False,True,155.86242004320695
71.98473153382331,13.305947188786284,55.081744067279374,False,True,False,226.1056484647757
46.61335549270196,35.43360192379935,43.72613177748174,False,False,True,201.27919448973378
51.012923070318855,23.373762410541534,37.24754319916655,False,True,False,187.59362517490518
28.628777206798148,35.70598668593159,23.8324838961196,False,False,True,129.27309042215333
41.834259132122256,22.36740843457483,35.3687379484941,False,True,False,160.50658481581934
51.663838845647994,11.951178993354809,42.57246836887289,False,False,False,186.59157489080187
32.73509633866546,13.724575621168373,25.63221409429924,False,False,False,109.828771168456
55.63547027518508,30.48084946661382,44.118914120947785,False,False,False,211.7481833025145
40.99041965121793,32.59722501721482,32.92377013691167,False,False,False,163.97398460235948
,20.956833748955916,36.05866899759521,False,False,False,
40.97440081655905,36.38592458777374,35.671158003631966,False,False,True,190.9594504795348
77.78417276763406,13.3847993773104,68.8589072188813,False,False,True,253.25752156493672
49.79754162893099,29.339202013526833,38.1655579481213,False,False,True,206.61395380720586
34.13433606566149,17.889838002375434,23.198059913791965,False,True,False,138.1101975840003
,23.48163892197841,49.60569280018451,False,True,False,
31.687345250434667,30.47398671316414,33.089004213310695,False,True,False,136.75222013620032
53.132953925071334,21.395866347160478,40.095339436147874,False,True,False,184.32467084143872
,26.154444557701748,21.401308929774896,False,False,False,
,40.0629280921444,29.094869855448156,False,False,False,
52.952918538036855,24.231081304768512,40.70157010530551,False,False,False,195.04709504954363
61.07699869993115,38.35692112065142,50.56854819750075,True,False,False,235.77753430133694
52.57052421784956,18.70293145342382,46.94160924366526,False,False,True,175.3758664566982
48.265275764176394,35.298041779152825,37.47483738837865,False,True,False,198.5923201038361
45.48344456616067,44.415686206579004,35.77601457262145,False,True,False,199.31744557585984
27.822170144488588,5.283554998727105,20.51269337374494,False,False,False,89.82946136689968
,22.031047445295233,28.3175993071849,False,True,False,
43.09041843560319,35.7707212718054,32.524502113284534,False,True,False,162.91291432341475
65.85683339328374,27.969546139570074,49.01364591434022,False,False,True,229.2586225595333
55.15427434352692,33.71145873371309,44.22566987959922,False,False,False,234.4015557455919
23.55439766955899,23.960148132841795,16.53359844247127,False,False,True,104.55053115434272
54.86125954092192,30.865897874729,44.59036536810978,True,False,False,190.74316061567902
44.22376579375525,28.443227646079205,30.71132569639332,True,False,False,163.7366174142545
39.84616999541062,41.67782061659807,32.86957669297187,True,False,False,201.93097986026044
59.175144332613016,32.54420843301213,49.84070235091719,False,False,False,220.7177659651985
65.46499283743927,33.37602662075202,46.39078734223705,False,True,False,255.73114040262308
63.96920178674298,25.881230338775325,52.2975311389371,False,False,False,231.69839485508956
37.41173715166042,25.123937759275066,33.61239669874821,False,False,False,146.04138179390208
45.36181436223178,25.67441812180379,32.66052843371181,False,True,False,180.8006340355058
54.96895147105346,33.944521423782966,48.992878337355876,False,False,True,198.74878314598453
64.63317690683539,25.79015519179737,52.96359855356645,True,False,False,221.0557025493494
42.81238643232065,32.89774856896413,32.13487357858129,False,False,True,175.84497405329168
47.215115350042744,50.75400798645439,37.60478504706108,True,False,False,207.03312284365296
33.40497538990958,193.55623517158463,28.398961049492833,False,False,False,385.90305661907394
32.05690063878994,26.73976467832159,25.873536685269187,True,False,False,143.1100532993148
62.18788733591297,42.012139221639444,51.36657784606948,False,False,False,250.63896461088592
70.34360042856234,25.919246269784487,53.51285956361178,False,False,True,262.55460697444045
48.91984817629499,9.618754648221461,39.64396101314423,False,False,False,162.75067877603112
65.05299346838036,19.91913689082596,47.80125128398935,False,False,True,234.97737239333625
55.424540375714514,11.292080789741444,44.005954116525515,False,True,False,182.6991799107277
40.323203680923136,26.484865159586914,29.54684002034414,False,True,False,155.9747049152715
55.42093408262621,30.184183791895517,42.13015743833167,False,True,False,223.383622380057
73.07054849698955,46.76437312275283,62.16471832322295,False,False,False,283.6834028716093
49.46260941335073,166.34636868820814,42.84401789246339,False,True,False,400.65813985735883
73.4696548372101,27.808994711911357,60.60313823248962,True,False,False,268.27363548529314
10.703823438653835,38.294055811834895,5.286120456905331,False,False,True,98.2844956694807
62.32853756562836,7.88864690992115,48.91360470341828,False,False,True,191.49504170000665
51.30570602357257,32.356145581085656,44.68385791879561,True,False,False,210.8669396889723
45.51488974301199,37.708651938869664,36.83706253532931,False,False,False,185.27600516848233
51.37641164803254,15.214137542201584,48.05911793837112,False,False,False,183.43607050019995
20.186466280986608,41.43754043206929,17.329126542972404,False,False,True,128.99709725945655
46.70492168243732,33.38496407494414,37.940084695419955,False,True,False,196.74125645396737
55.3566885726762,25.847120860991986,43.358001465533455,False,False,False,195.20071884072436
,36.32781866106285,58.13535125124504,False,False,False,
,52.70692857804396,33.3233478715746,True,False,False,
37.87259595660218,31.818662550584953,32.42240279534752,True,False,False,162.8929479609779
42.47364434623195,32.48220586300336,36.84902242736931,False,True,False,169.59530839636426
63.731031765531114,25.40639100459756,48.62685703090105,False,False,False,236.6606627181136
54.93126664489527,21.501556305352082,39.95131445524288,False,False,False,197.9574914175201
42.05359694349442,38.303358165442454,28.134261435485648,True,False,False,170.22027396802537
57.699011496700344,21.439161740911327,47.683183178097906,False,False,False,198.08626140293475
,30.715662372193925,37.85483077365487,False,False,True,
64.52967485799334,25.223425532348834,45.16506810753722,True,False,False,243.47070917362052
39.469203591839715,34.78979825746392,32.741098687064664,False,True,False,181.23377285216475
45.085067801033475,33.33662105286948,43.547052793125154,True,False,False,195.87588323085808
44.118377703017636,40.375399442578995,35.27648942779443,False,False,False,194.77711449439232
28.04727577801822,24.89983601145253,24.953292945769505,False,True,False,128.80033968546707
54.44180415596864,27.301250647066286,43.798931400417615,True,False,False,195.15105316901824
53.91582908269834,20.212362842176926,42.83599430658524,False,False,True,194.12045629850257
50.07670184963691,25.557067399238882,42.81859092867284,False,False,True,194.17876826096582
,33.77300493044852,36.31413076693229,True,False,False,
28.769438869243785,37.56988616645352,23.81772803761074,False,False,True,146.34244257454657
,20.778346758223748,35.91734954540373,False,False,True,
44.85928225209846,38.6960592010566,33.88315444074962,False,False,True,199.0920938343653
37.96584096167572,43.55637858804951,33.348799817950145,False,True,False,186.57245242041435
47.580714325009865,34.13434903223701,37.53969218992167,False,False,True,176.324411135927
56.060762852218076,48.76795812558066,42.58137480329593,False,False,True,255.7979765382486
78.29278851815795,22.26210800896427,64.24376034523758,False,False,True,268.7825487859029
52.61866719247759,17.55345296688583,39.39952980860896,False,True,False,178.03669051520117
53.86325586084146,12.212797510957213,43.17514816078056,True,False,False,178.51186103448077
,44.96044311489183,39.07929202087338,False,False,False,
21.21843177051438,36.54365656354058,20.23243211390624,False,False,True,128.85431665087114
49.602291868261744,29.44415329089545,41.105928193249255,True,False,False,190.28993975893806
50.9034531491154,32.799686263198204,40.64768164305689,False,False,True,198.00084234593496
86.94863168727929,18.745109527016233,72.0122042474243,False,True,False,287.6191188268553
,54.45751979616826,41.86229106967848,True,False,False,
54.523210135004184,31.292211819752275,45.291999027058935,False,True,False,211.55961534089073
,31.093947946048928,39.614516623067225,False,False,True,
32.46982943570702,37.25766623898692,22.040354851515136,False,False,True,159.0158343035301
67.14234221772531,34.810092317367136,50.51853278495414,False,True,False,246.21032549464564
61.27899549030161,32.23884024279131,48.10752227917729,False,False,False,214.94643858409327
61.865479205645705,110.47627722773441,47.66384675803872,False,True,False,363.2789111602762
36.35918817807892,34.714683571359956,28.526436633506798,False,False,True,166.8074288898982
71.04191466404149,48.82024496475034,57.00348150592451,False,True,False,285.72994612882263
28.972234058115788,217.27100230774886,24.766865509562823,False,False,False,410.0583295183971
58.80285640700406,45.93186626639397,46.830788791425974,False,True,False,256.48300462646966
82.85683438714968,24.88784323568815,67.74497244119834,False,False,False,310.5995092165685
35.14195512303968,20.10395179741419,28.306987342862104,False,False,False,139.17203721377246
41.50553405595842,28.74213079900352,27.27802754570513,False,True,False,159.39272090775754
51.49477047631462,30.557249122886947,38.37781019959544,False,True,False,199.0844609623305
42.44786518825701,40.94191518470949,33.52602948344076,True,False,False,192.20104971858765
26.74004853400801,13.075353702851807,17.762954598683088,False,False,True,83.03694970036682
51.02844462209041,45.29550319460614,42.62254188766095,False,False,False,223.70458227240542
34.06544429410843,28.419921014210107,31.844607932317835,True,False,False,148.31761543958507
,25.7311893005258,49.339394722714125,False,True,False,
36.20863648649295,19.878956247398325,28.326580576403735,False,False,True,150.22133024956076
73.24901607526309,13.451433281342307,63.07139127076033,True,False,False,240.81357543011902
38.251200614956446,38.231705839619146,31.04696286357149,False,False,False,184.2182558569409
45.16907725691487,30.733179671884038,35.12400389217778,True,False,False,197.89242783088068
62.202758260545046,17.10039100258946,47.921998617813216,False,False,False,212.48247292747502
31.53703525349067,17.04921227936384,24.322219143328155,False,True,False,123.53042080725976
53.41189901906194,26.642153007098717,41.56498875962587,False,False,True,188.0605477429493
,46.69021525289393,56.19696171851561,False,False,True,
25.88775148158159,27.40408648636395,21.191923128414867,False,False,True,114.06381366221454
52.769507877984566,14.968570468818939,42.2247443628479,False,True,False,177.2124329010457
53.89824191372635,27.542569359140558,44.42940804022014,False,False,False,194.23959558198536
61.72734307665966,27.272764302523296,52.95381328568675,False,True,False,225.803212387946
,3.0311335705842843,28.00525387578699,False,False,True,
30.193150803735854,29.457051334821877,19.699826737638976,False,True,False,143.33219126415733
57.829123484253465,27.69065469791322,38.60153538269691,False,True,False,211.22516333576056
,36.96206364813418,46.36677581251605,False,True,False,
53.75739275518815,48.48956094945345,38.905278108904255,False,False,False,235.01252907002797
55.19672314245464,41.26565029547757,43.48308230828566,True,False,False,227.37506067528957
39.79962917632264,27.311113094451695,28.329364262880034,True,False,False,153.46915811940949
,18.934740912583298,37.381103053191985,False,True,False,
54.39608709948022,55.733598032498605,45.141257864198536,True,False,False,238.1865416413779
39.28472872960448,30.592184340144883,33.70524846459153,True,False,False,166.3811823280175
77.98661766717134,30.139292919129463,60.659762931556926,False,True,False,300.232187875647
57.10749381367681,29.758749128899968,37.91286817450672,False,True,False,201.51576135112626
32.13044754196027,31.980847607678548,24.06562468881077,False,False,True,142.23267734132534
59.84830412950745,28.556395880760576,49.0540553198136,True,False,False,216.9674652380701
35.379774946590175,24.263379931197637,23.867085250949753,False,False,False,139.06831566866663
61.806269056136784,24.531410587596078,49.99509500424689,False,True,False,230.37531968658027
67.37893368511106,29.672467297840015,53.857217400569866,False,False,True,252.98811447664542
37.68976522472434,24.565752288662352,31.889686678582738,False,False,False,156.70805612801794
64.45064193866483,22.871542173228356,51.919254656174324,True,False,False,227.90320311386583
56.191713904047475,31.06430227691897,42.03416430059332,False,False,True,206.594800567962
62.33090239991735,27.450227825791448,53.45443642492736,False,True,False,219.25056604835936
